date,country,dau
2023-09-12,Nigeria,6
2023-09-12,Norfolk Island,1
2023-09-12,North Macedonia,1
2023-09-12,Norway,4
2023-09-12,Oman,4
2023-09-12,Pakistan,16
2023-09-12,Panama,211
2023-09-12,Paraguay,919
2023-09-12,Peru,819
2023-09-12,Philippines,17
2023-09-12,Poland,2
2023-09-12,Portugal,13
2023-09-12,Puerto Rico,7
2023-09-12,Qatar,1
2023-09-12,Romania,4
2023-09-12,Russian Federation,23
2023-09-12,Samoa,1
2023-09-12,San Marino,1
2023-09-12,Sao Tome and Principe,1
2023-09-12,Saudi Arabia,4
2023-09-12,Senegal,4
2023-09-12,Singapore,10
2023-09-12,Sint Maarten (Dutch part),2
2023-09-12,Slovenia,1
2023-09-12,South Africa,26
2023-09-12,South Sudan,1
2023-09-12,Spain,2969
2023-09-12,Sri Lanka,2
2023-09-12,Sudan,5
2023-09-12,Sweden,6
2023-09-12,Switzerland,11
2023-09-12,Taiwan,1
2023-09-12,Tanzania,3
2023-09-12,Thailand,9
2023-09-12,Togo,16
2023-09-12,Tonga,1
2023-09-12,Trinidad and Tobago,2
2023-09-12,Tunisia,2
2023-09-12,Turkey,3
2023-09-12,Turkmenistan,1
2023-09-12,Uganda,1
2023-09-12,Ukraine,1
2023-09-12,United Arab Emirates,7
2023-09-12,United Kingdom,58
2023-09-12,United States,355
2023-09-12,Uruguay,2032
2023-09-12,Vanuatu,1
2023-09-12,Venezuela,1118
2023-09-12,Viet Nam,3
2023-09-12,Wallis and Futuna,2
2023-09-12,Yemen,6
2023-09-12,Zimbabwe,5
2023-09-13,Afghanistan,4
2023-09-13,Albania,1
2023-09-13,Algeria,3
2023-09-13,Andorra,5
2023-09-13,Angola,10
2023-09-13,Anguilla,1
2023-09-13,Antigua and Barbuda,1
2023-09-13,Argentina,12365
2023-09-13,Australia,27
2023-09-13,Austria,3
2023-09-13,Bahrain,1
2023-09-13,Bangladesh,1
2023-09-13,Belgium,8
2023-09-13,Belize,1
2023-09-13,Benin,21
2023-09-13,Bolivia,195
2023-09-13,Bonaire,2
2023-09-13,Brazil,722
2023-09-13,Bulgaria,3
2023-09-13,Burkina Faso,14
2023-09-13,Cameroon,12
2023-09-13,Canada,20
2023-09-13,Cayman Islands,1
2023-09-13,Central African Republic,1
2023-09-13,Chad,6
2023-09-13,Chile,2744
2023-09-13,China,5
2023-09-13,Colombia,3083
2023-09-13,Comoros,1
2023-09-13,Congo,53
2023-09-13,Costa Rica,304
2023-09-13,Cuba,16
2023-09-13,Curaçao,1
2023-09-13,Czechia,1
2023-09-13,Côte d'Ivoire,12
2023-09-13,Denmark,11
2023-09-13,Dominican Republic,178
2023-09-13,Ecuador,524
2023-09-13,Egypt,28
2023-09-13,El Salvador,105
2023-09-13,Equatorial Guinea,1
2023-09-13,Eritrea,2
2023-09-13,Error: ,342
2023-09-13,Error: 'NoneType' object has no attribute 'name',4
2023-09-13,Error: (0) Could not interpret numbers after plus-sign.,39
2023-09-13,Falkland Islands (Malvinas),1
2023-09-13,Finland,1
2023-09-13,France,33
2023-09-13,French Polynesia,1
2023-09-13,Gabon,4
2023-09-13,Georgia,1
2023-09-13,Germany,32
2023-09-13,Ghana,2
2023-09-13,Gibraltar,2
2023-09-13,Greece,3
2023-09-13,Guadeloupe,1
2023-09-13,Guam,1
2023-09-13,Guatemala,101
2023-09-13,Guinea,6
2023-09-13,Guyana,2
2023-09-13,Haiti,5
2023-09-13,Honduras,114
2023-09-13,Hong Kong,1
2023-09-13,Hungary,5
2023-09-13,India,49
2023-09-13,Indonesia,26
2023-09-13,Iran,3
2023-09-13,Ireland,8
2023-09-13,Israel,87
2023-09-13,Italy,88
2023-09-13,Jamaica,2
2023-09-13,Japan,6
2023-09-13,Kazakhstan,6
2023-09-13,Korea,5
2023-09-13,Kuwait,2
2023-09-13,Kyrgyzstan,1
2023-09-13,Lao People's Democratic Republic,1
2023-09-13,Lebanon,1
2023-09-13,Libya,1
2023-09-13,Liechtenstein,1
2023-09-13,Lithuania,1
2023-09-13,Luxembourg,1
2023-09-13,Madagascar,1
2023-09-13,Malaysia,18
2023-09-13,Mali,4
2023-09-13,Malta,1
2023-09-13,Mauritania,1
2023-09-13,Mauritius,1
2023-09-13,Mexico,1153
2023-09-13,Moldova,1
2023-09-13,Montenegro,1
2023-09-13,Morocco,4226
2023-09-13,Mozambique,5
2023-09-13,Myanmar,5
2023-09-13,Netherlands,14
2023-09-13,New Zealand,24
2023-09-13,Nicaragua,50
2023-09-13,Niger,1
2023-09-13,Nigeria,6
2023-09-13,Norfolk Island,1
2023-09-13,Northern Mariana Islands,1
2023-09-13,Norway,2
2023-09-13,Oman,5
2023-09-13,Pakistan,17
2023-09-13,Palestine,1
2023-09-13,Panama,211
2023-09-13,Papua New Guinea,1
2023-09-13,Paraguay,932
2023-09-13,Peru,818
2023-09-13,Philippines,11
2023-09-13,Poland,4
2023-09-13,Portugal,12
2023-09-13,Puerto Rico,6
2023-09-13,Qatar,1
2023-09-13,Romania,7
2023-09-13,Russian Federation,27
2023-09-13,Saint Vincent and the Grenadines,1
2023-09-13,San Marino,1
2023-09-13,Saudi Arabia,3
2023-09-13,Senegal,4
2023-09-13,Serbia,1
2023-09-13,Singapore,9
2023-09-13,Sint Maarten (Dutch part),1
2023-09-13,South Africa,34
2023-09-13,South Sudan,1
2023-09-13,Spain,3060
2023-09-13,Sri Lanka,3
2023-09-13,Sudan,3
2023-09-13,Suriname,3
2023-09-13,Sweden,4
2023-09-13,Switzerland,13
2023-09-13,Thailand,5
2023-09-13,Togo,13
2023-09-13,Trinidad and Tobago,1
2023-09-13,Tunisia,2
2023-09-13,Turkey,2
2023-09-13,Turks and Caicos Islands,1
2023-09-13,Uganda,1
2023-09-13,Ukraine,1
2023-09-13,United Arab Emirates,7
2023-09-13,United Kingdom,71
2023-09-13,United States,357
2023-09-13,Uruguay,2071
2023-09-13,Venezuela,1174
2023-09-13,Viet Nam,6
2023-09-13,Yemen,11
2023-09-13,Zimbabwe,6
2023-09-14,Afghanistan,5
2023-09-14,Algeria,4
2023-09-14,Andorra,6
2023-09-14,Angola,12
2023-09-14,Antigua and Barbuda,1
2023-09-14,Argentina,12265
2023-09-14,Aruba,1
2023-09-14,Australia,24
2023-09-14,Austria,3
2023-09-14,Azerbaijan,1
2023-09-14,Barbados,2
2023-09-14,Belgium,5
2023-09-14,Benin,21
2023-09-14,Bolivia,187
2023-09-14,Bonaire,2
2023-09-14,Bosnia and Herzegovina,1
2023-09-14,Brazil,778
2023-09-14,Bulgaria,3
2023-09-14,Burkina Faso,16
2023-09-14,Burundi,1
2023-09-14,Cameroon,19
2023-09-14,Canada,25
2023-09-14,Central African Republic,2
2023-09-14,Chad,2
2023-09-14,Chile,2553
2023-09-14,China,6
2023-09-14,Colombia,2929
2023-09-14,Congo,56
2023-09-14,Costa Rica,322
2023-09-14,Croatia,2
2023-09-14,Cuba,13
2023-09-14,Côte d'Ivoire,25
2023-09-14,Denmark,6
2023-09-14,Djibouti,2
2023-09-14,Dominican Republic,185
2023-09-14,Ecuador,510
2023-09-14,Egypt,22
2023-09-14,El Salvador,109
2023-09-14,Error: ,331
2023-09-14,Error: 'NoneType' object has no attribute 'name',4
2023-09-14,Error: (0) Could not interpret numbers after plus-sign.,38
2023-09-14,Falkland Islands (Malvinas),2
2023-09-14,Finland,1
2023-09-14,France,37
2023-09-14,French Guiana,3
2023-09-14,Gabon,4
2023-09-14,Germany,37
2023-09-14,Greece,7
2023-09-14,Guatemala,92
2023-09-14,Guinea,3
2023-09-14,Guyana,1
2023-09-14,Haiti,2
2023-09-14,Honduras,106
2023-09-14,Hong Kong,1
2023-09-14,Hungary,5
2023-09-14,India,54
2023-09-14,Indonesia,31
2023-09-14,Iran,4
2023-09-14,Ireland,11
2023-09-14,Israel,67
2023-09-14,Italy,112
2023-09-14,Japan,1
2023-09-14,Jordan,1
2023-09-14,Kazakhstan,4
2023-09-14,Korea,3
2023-09-14,Kyrgyzstan,1
2023-09-14,Lebanon,4
2023-09-14,Liechtenstein,1
2023-09-14,Luxembourg,1
2023-09-14,Malaysia,28
2023-09-14,Mali,6
2023-09-14,Malta,1
2023-09-14,Martinique,2
2023-09-14,Mexico,1106
2023-09-14,Moldova,1
2023-09-14,Monaco,1
2023-09-14,Morocco,4564
2023-09-14,Mozambique,4
2023-09-14,Myanmar,3
2023-09-14,Netherlands,11
2023-09-14,New Zealand,19
2023-09-14,Nicaragua,54
2023-09-14,Nigeria,7
2023-09-14,Norway,6
2023-09-14,Oman,3
2023-09-14,Pakistan,13
2023-09-14,Palau,1
2023-09-14,Palestine,1
2023-09-14,Panama,185
2023-09-14,Paraguay,886
2023-09-14,Peru,857
2023-09-14,Philippines,12
2023-09-14,Poland,3
2023-09-14,Portugal,13
2023-09-14,Puerto Rico,8
2023-09-14,Qatar,1
2023-09-14,Romania,11
2023-09-14,Russian Federation,27
2023-09-14,Saint Vincent and the Grenadines,1
2023-09-14,Samoa,1
2023-09-14,Saudi Arabia,3
2023-09-14,Serbia,2
2023-09-14,Singapore,7
2023-09-14,Slovenia,2
2023-09-14,Solomon Islands,1
2023-09-14,South Africa,28
2023-09-14,South Sudan,1
2023-09-14,Spain,3083
2023-09-14,Sri Lanka,2
2023-09-14,Sudan,3
2023-09-14,Suriname,3
2023-09-14,Sweden,4
2023-09-14,Switzerland,12
2023-09-14,Taiwan,3
2023-09-14,Thailand,3
2023-09-14,Togo,13
2023-09-14,Trinidad and Tobago,4
2023-09-14,Tunisia,3
2023-09-14,Turkey,5
2023-09-14,Turkmenistan,1
2023-09-14,Ukraine,1
2023-09-14,United Arab Emirates,10
2023-09-14,United Kingdom,72
2023-09-14,United States,350
2023-09-14,Uruguay,2002
2023-09-14,Venezuela,1221
2023-09-14,Viet Nam,4
2023-09-14,Wallis and Futuna,1
2023-09-14,Yemen,6
2023-09-14,Zimbabwe,7
2023-09-15,Afghanistan,3
2023-09-15,Albania,1
2023-09-15,Algeria,4
2023-09-15,American Samoa,1
2023-09-15,Andorra,5
2023-09-15,Angola,10
2023-09-15,Argentina,11466
2023-09-15,Armenia,1
2023-09-15,Aruba,3
2023-09-15,Australia,19
2023-09-15,Austria,4
2023-09-15,Azerbaijan,3
2023-09-15,Bangladesh,1
2023-09-15,Belgium,8
2023-09-15,Belize,2
2023-09-15,Benin,16
2023-09-15,Bolivia,154
2023-09-15,Bonaire,1
2023-09-15,Brazil,627
2023-09-15,British Indian Ocean Territory,1
2023-09-15,Bulgaria,3
2023-09-15,Burkina Faso,15
2023-09-15,Cameroon,13
2023-09-15,Canada,21
2023-09-15,Cayman Islands,1
2023-09-15,Central African Republic,1
2023-09-15,Chad,3
2023-09-15,Chile,1878
2023-09-15,China,5
2023-09-15,Colombia,2410
2023-09-15,Congo,49
2023-09-15,Costa Rica,149
2023-09-15,Croatia,1
2023-09-15,Cuba,17
2023-09-15,Czechia,1
2023-09-15,Côte d'Ivoire,15
2023-09-15,Denmark,6
2023-09-15,Djibouti,2
2023-09-15,Dominican Republic,175
2023-09-15,Ecuador,468
2023-09-15,Egypt,21
2023-09-15,El Salvador,69
2023-09-15,Equatorial Guinea,3
2023-09-15,Error: ,332
2023-09-15,Error: 'NoneType' object has no attribute 'name',5
2023-09-15,Error: (0) Could not interpret numbers after plus-sign.,38
2023-09-15,Estonia,1
2023-09-15,Ethiopia,1
2023-09-15,Falkland Islands (Malvinas),1
2023-09-15,Fiji,1
2023-09-15,Finland,1
2023-09-15,France,32
2023-09-15,French Guiana,4
2023-09-15,French Polynesia,1
2023-09-15,Gabon,7
2023-09-15,Gambia,1
2023-09-15,Georgia,1
2023-09-15,Germany,45
2023-09-15,Ghana,1
2023-09-15,Greece,2
2023-09-15,Guadeloupe,1
2023-09-15,Guam,1
2023-09-15,Guatemala,61
2023-09-15,Guinea,4
2023-09-15,Guyana,3
2023-09-15,Haiti,6
2023-09-15,Honduras,69
2023-09-15,Hong Kong,1
2023-09-15,Hungary,6
2023-09-15,Iceland,1
2023-09-15,India,55
2023-09-15,Indonesia,26
2023-09-15,Iran,3
2023-09-15,Ireland,8
2023-09-15,Israel,32
2023-09-15,Italy,96
2023-09-15,Jamaica,1
2023-09-15,Japan,2
2023-09-15,Jordan,3
2023-09-15,Kazakhstan,6
2023-09-15,Korea,2
2023-09-15,Kuwait,1
2023-09-15,Kyrgyzstan,1
2023-09-15,Lebanon,1
2023-09-15,Lesotho,1
2023-09-15,Liberia,1
2023-09-15,Malaysia,22
2023-09-15,Maldives,1
2023-09-15,Mali,3
2023-09-15,Malta,1
2023-09-15,Martinique,1
2023-09-15,Mauritania,1
2023-09-15,Mexico,874
2023-09-15,Montenegro,1
2023-09-15,Morocco,4878
2023-09-15,Mozambique,4
2023-09-15,Myanmar,3
2023-09-15,Namibia,1
2023-09-15,Nepal,1
2023-09-15,Netherlands,10
2023-09-15,New Zealand,13
2023-09-15,Nicaragua,42
2023-09-15,Niger,1
2023-09-15,Nigeria,4
2023-09-15,Norfolk Island,1
2023-09-15,North Macedonia,1
2023-09-15,Oman,1
2023-09-15,Pakistan,13
2023-09-15,Palau,1
2023-09-15,Palestine,1
2023-09-15,Panama,160
2023-09-15,Paraguay,860
2023-09-15,Peru,759
2023-09-15,Philippines,10
2023-09-15,Poland,2
2023-09-15,Portugal,9
2023-09-15,Puerto Rico,11
2023-09-15,Qatar,3
2023-09-15,Romania,6
2023-09-15,Russian Federation,18
2023-09-15,San Marino,1
2023-09-15,Sao Tome and Principe,1
2023-09-15,Saudi Arabia,5
2023-09-15,Senegal,4
2023-09-15,Serbia,1
2023-09-15,Seychelles,1
2023-09-15,Singapore,10
2023-09-15,Somalia,1
2023-09-15,South Africa,25
2023-09-15,South Sudan,1
2023-09-15,Spain,2837
2023-09-15,Sri Lanka,5
2023-09-15,Sudan,3
2023-09-15,Suriname,4
2023-09-15,Sweden,5
2023-09-15,Switzerland,9
2023-09-15,Tanzania,1
2023-09-15,Thailand,2
2023-09-15,Togo,14
2023-09-15,Trinidad and Tobago,3
2023-09-15,Tunisia,4
2023-09-15,Turkey,5
2023-09-15,United Arab Emirates,8
2023-09-15,United Kingdom,49
2023-09-15,United States,277
2023-09-15,Uruguay,1685
2023-09-15,Vanuatu,1
2023-09-15,Venezuela,1129
2023-09-15,Viet Nam,3
2023-09-15,Yemen,8
2023-09-15,Zambia,1
2023-09-15,Zimbabwe,11
2023-09-16,Afghanistan,3
2023-09-16,Algeria,4
2023-09-16,Andorra,2
2023-09-16,Angola,4
2023-09-16,Anguilla,1
2023-09-16,Argentina,6520
2023-09-16,Aruba,3
2023-09-16,Australia,8
2023-09-16,Austria,3
2023-09-16,Azerbaijan,2
2023-09-16,Bahrain,1
2023-09-16,Bangladesh,1
2023-09-16,Belgium,5
2023-09-16,Belize,2
2023-09-16,Benin,12
2023-09-16,Bolivia,127
2023-09-16,Bosnia and Herzegovina,1
2023-09-16,Brazil,377
2023-09-16,British Indian Ocean Territory,1
2023-09-16,Bulgaria,4
2023-09-16,Burkina Faso,9
2023-09-16,Cameroon,8
2023-09-16,Canada,9
2023-09-16,Central African Republic,1
2023-09-16,Chad,2
2023-09-16,Chile,937
2023-09-16,China,4
2023-09-16,Colombia,1528
2023-09-16,Congo,54
2023-09-16,Costa Rica,131
2023-09-16,Croatia,3
2023-09-16,Cuba,9
2023-09-16,Curaçao,2
2023-09-16,Côte d'Ivoire,15
2023-09-16,Denmark,3
2023-09-16,Dominican Republic,126
2023-09-16,Ecuador,284
2023-09-16,Egypt,15
2023-09-16,El Salvador,56
2023-09-16,Eritrea,1
2023-09-16,Error: ,200
2023-09-16,Error: 'NoneType' object has no attribute 'name',1
2023-09-16,Error: (0) Could not interpret numbers after plus-sign.,22
2023-09-16,Estonia,2
2023-09-16,Eswatini,1
2023-09-16,Falkland Islands (Malvinas),1
2023-09-16,Faroe Islands,1
2023-09-16,Finland,1
2023-09-16,France,18
2023-09-16,French Guiana,5
2023-09-16,French Polynesia,1
2023-09-16,Gabon,2
2023-09-16,Gambia,1
2023-09-16,Germany,28
2023-09-16,Ghana,3
2023-09-16,Greece,3
2023-09-16,Guam,1
2023-09-16,Guatemala,64
2023-09-16,Guinea,2
2023-09-16,Haiti,3
2023-09-16,Honduras,55
2023-09-16,Hong Kong,2
2023-09-16,Hungary,4
2023-09-16,Iceland,1
2023-09-16,India,42
2023-09-16,Indonesia,19
2023-09-16,Iran,3
2023-09-16,Ireland,5
2023-09-16,Israel,10
2023-09-16,Italy,58
2023-09-16,Japan,2
2023-09-16,Jordan,1
2023-09-16,Kazakhstan,2
2023-09-16,Korea,1
2023-09-16,Kuwait,1
2023-09-16,Lebanon,1
2023-09-16,Liberia,1
2023-09-16,Malaysia,17
2023-09-16,Mali,6
2023-09-16,Malta,1
2023-09-16,Mexico,604
2023-09-16,Monaco,1
2023-09-16,Montenegro,1
2023-09-16,Morocco,4612
2023-09-16,Mozambique,5
2023-09-16,Myanmar,3
2023-09-16,Nepal,1
2023-09-16,Netherlands,12
2023-09-16,New Zealand,10
2023-09-16,Nicaragua,34
2023-09-16,Niger,1
2023-09-16,Nigeria,3
2023-09-16,Norfolk Island,1
2023-09-16,Northern Mariana Islands,1
2023-09-16,Norway,3
2023-09-16,Oman,4
2023-09-16,Pakistan,15
2023-09-16,Palestine,1
2023-09-16,Panama,115
2023-09-16,Paraguay,489
2023-09-16,Peru,542
2023-09-16,Philippines,6
2023-09-16,Poland,2
2023-09-16,Portugal,11
2023-09-16,Puerto Rico,3
2023-09-16,Romania,2
2023-09-16,Russian Federation,9
2023-09-16,Saint Lucia,1
2023-09-16,Sao Tome and Principe,3
2023-09-16,Saudi Arabia,3
2023-09-16,Senegal,4
2023-09-16,Seychelles,1
2023-09-16,Singapore,6
2023-09-16,South Africa,7
2023-09-16,Spain,1711
2023-09-16,Sri Lanka,4
2023-09-16,Sudan,3
2023-09-16,Sweden,1
2023-09-16,Switzerland,8
2023-09-16,Taiwan,2
2023-09-16,Tanzania,1
2023-09-16,Thailand,3
2023-09-16,Togo,13
2023-09-16,Trinidad and Tobago,2
2023-09-16,Turkey,1
2023-09-16,United Arab Emirates,8
2023-09-16,United Kingdom,16
2023-09-16,United States,124
2023-09-16,Uruguay,751
2023-09-16,Venezuela,852
2023-09-16,Viet Nam,2
2023-09-16,Wallis and Futuna,1
2023-09-16,Yemen,11
2023-09-16,Zimbabwe,5
2023-09-17,Afghanistan,1
2023-09-17,Algeria,3
2023-09-17,American Samoa,1
2023-09-17,Andorra,2
2023-09-17,Angola,6
2023-09-17,Antigua and Barbuda,1
2023-09-17,Argentina,5301
2023-09-17,Aruba,1
2023-09-17,Australia,13
2023-09-17,Azerbaijan,2
2023-09-17,Bahrain,1
2023-09-17,Bangladesh,2
2023-09-17,Belarus,1
2023-09-17,Belgium,8
2023-09-17,Belize,1
2023-09-17,Benin,10
2023-09-17,Bermuda,1
2023-09-17,Bolivia,118
2023-09-17,Bosnia and Herzegovina,1
2023-09-17,Brazil,338
2023-09-17,Bulgaria,2
2023-09-17,Burkina Faso,15
2023-09-17,Cameroon,16
2023-09-17,Canada,6
2023-09-17,Central African Republic,1
2023-09-17,Chad,4
2023-09-17,Chile,700
2023-09-17,China,5
2023-09-17,Colombia,1164
2023-09-17,Congo,42
2023-09-17,Costa Rica,129
2023-09-17,Croatia,1
2023-09-17,Cuba,8
2023-09-17,Curaçao,2
2023-09-17,Côte d'Ivoire,16
2023-09-17,Denmark,3
2023-09-17,Djibouti,1
2023-09-17,Dominican Republic,127
2023-09-17,Ecuador,257
2023-09-17,Egypt,17
2023-09-17,El Salvador,51
2023-09-17,Equatorial Guinea,5
2023-09-17,Error: ,170
2023-09-17,Error: 'NoneType' object has no attribute 'name',3
2023-09-17,Error: (0) Could not interpret numbers after plus-sign.,20
2023-09-17,Estonia,1
2023-09-17,Falkland Islands (Malvinas),2
2023-09-17,Fiji,1
2023-09-17,France,18
2023-09-17,Gabon,6
2023-09-17,Germany,35
2023-09-17,Ghana,1
2023-09-17,Greece,1
2023-09-17,Guatemala,61
2023-09-17,Guinea,3
2023-09-17,Guyana,1
2023-09-17,Haiti,3
2023-09-17,Honduras,64
2023-09-17,Hong Kong,3
2023-09-17,Hungary,5
2023-09-17,India,44
2023-09-17,Indonesia,13
2023-09-17,Iran,5
2023-09-17,Ireland,3
2023-09-17,Israel,18
2023-09-17,Italy,42
2023-09-17,Jamaica,1
2023-09-17,Japan,1
2023-09-17,Kazakhstan,3
2023-09-17,Korea,1
2023-09-17,Kuwait,1
2023-09-17,Latvia,2
2023-09-17,Lebanon,1
2023-09-17,Liechtenstein,1
2023-09-17,Malaysia,10
2023-09-17,Maldives,1
2023-09-17,Mali,5
2023-09-17,Malta,2
2023-09-17,Martinique,3
2023-09-17,Mexico,583
2023-09-17,Morocco,4586
2023-09-17,Mozambique,12
2023-09-17,Myanmar,1
2023-09-17,Netherlands,10
2023-09-17,New Zealand,10
2023-09-17,Nicaragua,49
2023-09-17,Niger,1
2023-09-17,Nigeria,2
2023-09-17,Norfolk Island,1
2023-09-17,Norway,5
2023-09-17,Oman,4
2023-09-17,Pakistan,20
2023-09-17,Palestine,1
2023-09-17,Panama,98
2023-09-17,Paraguay,327
2023-09-17,Peru,425
2023-09-17,Philippines,7
2023-09-17,Poland,1
2023-09-17,Portugal,8
2023-09-17,Puerto Rico,8
2023-09-17,Qatar,1
2023-09-17,Romania,1
2023-09-17,Russian Federation,9
2023-09-17,Saint Lucia,1
2023-09-17,Sao Tome and Principe,1
2023-09-17,Saudi Arabia,4
2023-09-17,Senegal,2
2023-09-17,Seychelles,1
2023-09-17,Singapore,7
2023-09-17,Slovenia,1
2023-09-17,South Africa,11
2023-09-17,South Sudan,1
2023-09-17,Spain,1383
2023-09-17,Sri Lanka,2
2023-09-17,Sudan,2
2023-09-17,Sweden,2
2023-09-17,Switzerland,5
2023-09-17,Tajikistan,1
2023-09-17,Thailand,7
2023-09-17,Togo,12
2023-09-17,Trinidad and Tobago,3
2023-09-17,Tunisia,1
2023-09-17,Turkey,1
2023-09-17,Tuvalu,1
2023-09-17,Uganda,1
2023-09-17,United Arab Emirates,8
2023-09-17,United Kingdom,16
2023-09-17,United States,112
2023-09-17,Uruguay,589
2023-09-17,Venezuela,777
2023-09-17,Viet Nam,4
2023-09-17,Yemen,7
2023-09-17,Zimbabwe,4
2023-09-18,Afghanistan,4
2023-09-18,Albania,1
2023-09-18,Algeria,1
2023-09-18,Andorra,3
2023-09-18,Angola,7
2023-09-18,Argentina,11753
2023-09-18,Armenia,1
2023-09-18,Australia,21
2023-09-18,Austria,1
2023-09-18,Azerbaijan,1
2023-09-18,Bahamas,1
2023-09-18,Bahrain,2
2023-09-18,Barbados,2
2023-09-18,Belgium,9
2023-09-18,Belize,3
2023-09-18,Benin,15
2023-09-18,Bolivia,182
2023-09-18,Bonaire,2
2023-09-18,Bosnia and Herzegovina,1
2023-09-18,Brazil,648
2023-09-18,Bulgaria,2
2023-09-18,Burkina Faso,11
2023-09-18,Cambodia,1
2023-09-18,Cameroon,19
2023-09-18,Canada,13
2023-09-18,Cayman Islands,1
2023-09-18,Chad,4
2023-09-18,Chile,625
2023-09-18,China,6
2023-09-18,Colombia,2295
2023-09-18,Congo,39
2023-09-18,Costa Rica,226
2023-09-18,Croatia,2
2023-09-18,Cuba,13
2023-09-18,Curaçao,1
2023-09-18,Czechia,2
2023-09-18,Côte d'Ivoire,16
2023-09-18,Denmark,2
2023-09-18,Djibouti,1
2023-09-18,Dominican Republic,165
2023-09-18,Ecuador,355
2023-09-18,Egypt,28
2023-09-18,El Salvador,87
2023-09-18,Equatorial Guinea,1
2023-09-18,Error: ,370
2023-09-18,Error: 'NoneType' object has no attribute 'name',6
2023-09-18,Error: (0) Could not interpret numbers after plus-sign.,31
2023-09-18,Falkland Islands (Malvinas),1
2023-09-18,France,38
2023-09-18,Gabon,3
2023-09-18,Gambia,1
2023-09-18,Germany,34
2023-09-18,Ghana,5
2023-09-18,Greece,4
2023-09-18,Guadeloupe,1
2023-09-18,Guatemala,75
2023-09-18,Guinea,3
2023-09-18,Guyana,2
2023-09-18,Haiti,9
2023-09-18,Honduras,101
2023-09-18,Hong Kong,2
2023-09-18,Hungary,5
2023-09-18,India,44
2023-09-18,Indonesia,26
2023-09-18,Iran,8
2023-09-18,Ireland,6
2023-09-18,Israel,65
2023-09-18,Italy,66
2023-09-18,Jamaica,2
2023-09-18,Japan,3
2023-09-18,Kazakhstan,3
2023-09-18,Korea,3
2023-09-18,Kyrgyzstan,1
2023-09-18,Lebanon,2
2023-09-18,Lithuania,1
2023-09-18,Luxembourg,1
2023-09-18,Macao,1
2023-09-18,Malaysia,20
2023-09-18,Maldives,1
2023-09-18,Mali,6
2023-09-18,Malta,1
2023-09-18,Mexico,858
2023-09-18,Monaco,1
2023-09-18,Morocco,4660
2023-09-18,Mozambique,3
2023-09-18,Myanmar,3
2023-09-18,Netherlands,14
2023-09-18,New Caledonia,2
2023-09-18,New Zealand,9
2023-09-18,Nicaragua,50
2023-09-18,Niger,3
2023-09-18,Nigeria,6
2023-09-18,Norfolk Island,1
2023-09-18,Norway,1
2023-09-18,Oman,3
2023-09-18,Pakistan,14
2023-09-18,Palau,1
2023-09-18,Palestine,1
2023-09-18,Panama,170
2023-09-18,Papua New Guinea,1
2023-09-18,Paraguay,704
2023-09-18,Peru,646
2023-09-18,Philippines,14
2023-09-18,Poland,3
2023-09-18,Portugal,17
2023-09-18,Puerto Rico,8
2023-09-18,Qatar,2
2023-09-18,Romania,4
2023-09-18,Russian Federation,20
2023-09-18,Rwanda,1
2023-09-18,San Marino,1
2023-09-18,Saudi Arabia,3
2023-09-18,Senegal,5
2023-09-18,Seychelles,1
2023-09-18,Singapore,11
2023-09-18,Sint Maarten (Dutch part),1
2023-09-18,Solomon Islands,1
2023-09-18,South Africa,17
2023-09-18,South Sudan,1
2023-09-18,Spain,2305
2023-09-18,Sri Lanka,3
2023-09-18,Sudan,2
2023-09-18,Suriname,2
2023-09-18,Sweden,3
2023-09-18,Switzerland,9
2023-09-18,Taiwan,1
2023-09-18,Thailand,3
2023-09-18,Togo,26
2023-09-18,Trinidad and Tobago,3
2023-09-18,Tunisia,2
2023-09-18,Turkey,5
2023-09-18,Tuvalu,1
2023-09-18,Ukraine,1
2023-09-18,United Arab Emirates,5
2023-09-18,United Kingdom,52
2023-09-18,United States,262
2023-09-18,Uruguay,1311
2023-09-18,Venezuela,1144
2023-09-18,Viet Nam,3
2023-09-18,Yemen,8
2023-09-18,Zimbabwe,4
2023-09-19,Afghanistan,5
2023-09-19,Algeria,5
2023-09-19,Andorra,4
2023-09-19,Angola,5
2023-09-19,Anguilla,1
2023-09-19,Antigua and Barbuda,1
2023-09-19,Argentina,12329
2023-09-19,Armenia,1
2023-09-19,Aruba,1
2023-09-19,Australia,12
2023-09-19,Austria,4
2023-09-19,Azerbaijan,2
2023-09-19,Bahamas,1
2023-09-19,Bahrain,1
2023-09-19,Bangladesh,1
2023-09-19,Belgium,6
2023-09-19,Belize,1
2023-09-19,Benin,16
2023-09-19,Bolivia,174
2023-09-19,Bonaire,1
2023-09-19,Bosnia and Herzegovina,1
2023-09-19,Brazil,682
2023-09-19,Bulgaria,4
2023-09-19,Burkina Faso,11
2023-09-19,Burundi,1
2023-09-19,Cabo Verde,1
2023-09-19,Cambodia,1
2023-09-19,Cameroon,13
2023-09-19,Canada,18
2023-09-19,Chad,3
2023-09-19,Chile,699
2023-09-19,China,7
2023-09-19,Colombia,2183
2023-09-19,Congo,38
2023-09-19,Costa Rica,241
2023-09-19,Croatia,1
2023-09-19,Cuba,17
2023-09-19,Curaçao,2
2023-09-19,Czechia,2
2023-09-19,Côte d'Ivoire,17
